Time,Ax,Ay,Az,label
15.04,-8044,13300,10912,7
15.06,-8388,13152,11508,7
15.08,-8212,13232,12756,7
15.1,-7296,13324,13512,7
15.12,-6884,14128,13084,7
15.14,-6736,13452,13176,7
15.16,-6772,13324,13480,7
15.18,-5576,13376,13864,7
15.2,-6500,12764,11844,7
15.22,-6356,12512,13300,7
15.24,-5944,13064,14484,7
15.26,-5416,13468,13876,7
15.28,-5964,14096,13328,7
15.3,-4260,14136,14124,7
15.32,-4220,14428,14452,7
15.34,-5032,13576,12108,7
15.36,-4548,14100,11676,7
15.38,-4828,14108,12152,7
15.4,-4156,13488,12936,7
15.42,-3280,14324,13060,7
15.44,-3896,15324,11668,7
15.46,-3872,15176,11196,7
15.48,-2204,14784,11252,7
15.5,-404,13344,11884,7
15.52,-1424,13012,12648,7
15.54,-3068,14020,13156,7
15.56,-3088,14252,14120,7
15.58,-3356,14584,14072,7
15.6,-1848,14368,13212,7
15.62,-1180,15244,12716,7
15.64,-500,16000,12392,7
15.66,60,14488,11428,7
15.68,-1344,14296,11240,7
15.7,-2228,14428,11784,7
15.72,-2012,15592,12528,7
15.74,-1796,15984,12584,7
15.76,-652,17008,12260,7
15.78,2724,16680,12168,7
15.8,3172,15716,11112,7
15.82,256,15260,10292,7
15.84,-1596,14836,9616,7
15.86,-1632,15884,10476,7
15.88,-1980,17012,11900,7
15.9,-1552,17596,12976,7
15.92,352,18340,13992,7
15.94,2304,17644,11400,7
15.96,1652,15868,10144,7
15.98,60,16504,11096,7
16.0,-3068,17080,12820,7
16.02,-6668,16744,14276,7
16.04,-10004,14628,13120,7
16.06,-10452,13368,10840,7
16.08,-8808,13464,11476,7
16.1,-8020,13048,13024,7
16.12,-11568,11860,14080,6
16.14,-12052,11188,15000,6
16.16,-12764,10244,11212,7
16.18,-8504,9560,9092,7
16.2,-5096,8832,8464,7
16.22,-5892,10208,10824,7
16.24,-5468,12744,12176,7
16.26,-7116,14036,12036,7
16.28,-14828,15760,13452,6
16.3,-13260,14664,12992,6
16.32,-7336,14660,12108,7
16.34,-6320,13216,13292,7
16.36,-7712,13436,13716,7
16.38,-5252,12088,13200,7
16.4,-2560,9696,12724,7
16.42,-1840,7644,12948,7
16.44,-4368,7432,13616,7
16.46,-7144,8264,14120,7
16.48,-7444,8100,13024,7
16.5,-8388,9112,10764,7
16.52,-10272,8692,8072,7
16.54,-7404,8724,7632,7
16.56,-2040,11500,9880,7
16.58,-16,13736,13240,7
16.6,-280,14064,13556,7
16.62,-764,13836,13836,7
16.64,-2316,12712,15560,7
16.66,-4820,15252,17764,6
16.68,-8312,14188,19260,6
16.7,-9304,15256,20344,6
16.72,-6232,13812,20348,6
16.74,-6136,13696,15228,7
16.76,-6716,14540,11512,7
16.78,-6440,14456,9444,7
16.8,-4460,14392,8660,7
16.82,-736,15292,11472,7
16.84,2744,15828,13972,7
16.86,2124,16420,13828,7
16.88,-644,16864,11300,7
16.9,-2216,17160,10056,7
16.92,-4276,17736,9588,7
16.94,-4696,15904,8132,7
16.96,-3444,14840,6952,7
16.98,-3496,15288,8068,7
17.0,-3660,13480,10032,7
17.02,-9412,14972,11312,7
17.04,-8584,13384,11268,7
17.06,-5704,12772,10732,7
17.08,-5908,14128,6808,7
17.1,-4780,16768,4232,7
17.12,-3948,20084,8092,7
17.14,236,19848,6084,7
17.16,-1496,17832,1888,7
17.18,-1960,17900,472,7
17.2,-2540,18372,3128,7
17.22,-728,17052,3928,7
17.24,968,15924,1824,7
17.26,-1344,17504,-548,7
17.28,1660,19308,-3084,7
17.3,-1836,19728,1616,7
17.32,-72,21000,1584,7
17.34,-3416,23400,3604,7
17.36,-152,23592,2164,7
17.38,1428,22780,-4408,7
17.4,2056,24872,-5268,7
17.42,1704,26440,-2952,7
17.44,1148,26232,-1556,7
17.46,-3824,23856,2016,7
17.48,3388,22280,1992,7
17.5,8836,21012,1536,7
17.52,8988,19776,2044,7
17.54,7968,19288,1392,7
17.56,9784,18096,620,7
17.58,7800,16508,1380,7
17.6,2828,16184,2104,7
17.62,-1116,17296,1756,7
17.64,-3040,16948,1620,7
17.66,-2896,16260,2148,7
17.68,-2868,15856,2996,7
17.7,-2856,15964,3872,7
17.72,-2228,17088,3524,7
17.74,-1260,16888,2940,7
17.76,-1616,15488,2524,7
17.78,-2908,15016,2704,7
17.8,-3384,15004,2800,7
17.82,-2484,14184,2992,7
17.84,-2180,13408,3468,7
17.86,-2864,14196,4108,7
17.88,-2844,14700,4048,7
17.9,-1920,13500,3864,7
17.92,-1904,11752,3772,7
17.94,-3580,10768,3996,7
17.96,-5960,10544,4508,7
17.98,-7928,10676,4876,7
18.0,-9152,10916,5512,7
18.02,-9344,11228,5884,7
18.04,-8940,11188,6276,7
18.06,-8736,11096,6492,7
18.08,-9096,11156,6708,7
18.1,-8888,11044,6824,7
18.12,-8228,10352,6472,7
18.14,-7860,9468,6592,7
18.16,-8764,9316,7224,7
18.18,-10624,9296,7780,7
18.2,-11876,9312,8152,7
18.22,-12752,9636,8176,7
18.24,-12400,9892,8164,7
18.26,-11020,9976,8424,7
18.28,-9624,9640,8796,7
18.3,-8664,9080,9028,7
18.32,-7752,9180,9008,7
18.34,-7348,9352,8912,7
18.36,-8264,10192,9224,7
18.38,-8340,10804,9452,7
18.4,-7800,12020,9596,7
18.42,-7056,14948,9292,7
18.44,-6084,18560,8372,7
18.46,-4844,21168,7480,7
18.48,-4832,20928,6848,7
18.5,-6328,17884,6168,7
18.52,-8500,14872,6600,7
18.54,-10892,12732,8340,7
18.56,-13012,13816,10432,7
18.58,-12680,17000,10392,7
18.6,-10124,19852,9436,7
18.62,-6768,21488,7764,7
18.64,-5008,21364,6716,7
18.66,-3748,17712,6716,7
18.68,-3348,15132,7292,7
18.7,-4764,14332,7852,7
18.72,-6408,12916,7932,7
18.74,-7732,11764,7788,7
18.76,-8820,11528,7300,7
18.78,-8904,12164,6896,7
18.8,-7556,12592,7312,7
18.82,-6240,12704,7888,7
18.84,-5836,13072,8624,7
18.86,-6072,14196,8564,7
18.88,-6708,15192,7980,7
18.9,-7120,15048,7616,7
18.92,-7684,14580,7616,7
18.94,-8216,14532,8708,7
18.96,-8448,14196,9280,7
18.98,-8300,14112,9548,7
19.0,-8760,14564,10116,7
19.02,-9244,15112,10612,7
19.04,-9084,15656,10972,7
19.06,-8396,16008,11052,7
19.08,-7852,16884,11048,7
19.1,-8144,19112,11748,7
19.12,-8704,21132,12964,7
19.14,-8756,21544,13764,7
19.16,-7904,19724,13268,7
19.18,-6596,17824,11992,7
19.2,-5968,17356,11456,7
19.22,-6064,19220,11596,7
19.24,-5624,20776,12096,7
19.26,-5100,21644,11632,7
19.28,-5096,21496,10544,7
19.3,-5508,20336,9848,7
19.32,-5636,19464,9048,7
19.34,-5384,18328,8840,7
19.36,-5380,17436,7876,7
19.38,-5288,16716,7920,7
19.4,-5148,16356,7244,7
19.42,-4884,15156,6580,7
19.44,-5112,13668,6016,7
19.46,-5432,12508,5868,7
19.48,-6164,12648,6748,7
19.5,-5988,12728,7236,7
19.52,-5156,12464,7364,7
19.54,-4344,11980,7120,7
19.56,-4112,12088,7020,7
19.58,-4284,12668,7160,7
19.6,-4116,12404,7152,7
19.62,-4012,11556,7276,7
19.64,-4464,10752,7728,7
19.66,-4820,10828,8208,7
19.68,-4564,12216,8208,7
19.7,-4764,14704,8192,7
19.72,-4740,15572,7600,7
19.74,-4816,15876,7436,7
19.76,-5852,16376,7612,7
19.78,-7340,16280,8460,7
19.8,-7792,16468,9580,7
19.82,-7700,18336,10120,7
19.84,-7268,20256,9692,7
19.86,-6448,21180,8564,7
19.88,-5716,22616,7036,7
19.9,-5356,23684,6324,7
19.92,-5360,22336,6448,7
19.94,-6740,20040,6488,7
19.96,-8732,17652,6140,7
19.98,-10024,15988,5512,7
20.0,-11288,15096,5076,7
20.02,-12036,15268,5060,7
20.04,-11628,16412,5656,7
20.06,-10388,16048,6996,7
20.08,-8996,15028,7312,7
20.1,-7592,14744,7192,7
20.12,-7428,14016,7148,7
20.14,-7908,13280,6820,7
20.16,-9096,13680,7200,7
20.18,-10840,14340,8484,7
20.2,-12052,14036,10016,7
20.22,-12172,14476,10524,7
20.24,-11476,14704,9948,7
20.26,-10808,14292,10196,7
20.28,-10640,15144,11052,7
20.3,-10456,16696,12192,7
20.32,-10784,19636,14204,7
20.34,-11980,22300,15452,6
20.36,-10572,22580,13728,7
20.38,-7864,21544,11480,7
20.4,-6804,18264,10612,7
20.42,-6880,17036,10748,7
20.44,-7036,18600,10896,7
20.46,-7484,20088,10688,7
20.48,-7976,22092,10124,7
20.5,-7236,24368,9120,7
20.52,-4668,24124,7624,7
20.54,-3648,22788,6456,7
20.56,-3908,22112,6432,7
20.58,-4300,22020,6528,7
20.6,-4752,21024,6852,7
20.62,-5640,20052,6772,7
20.64,-6244,18572,5440,7
20.66,-5604,16596,4020,7
20.68,-5944,15368,2980,7
20.7,-6880,14628,2712,7
20.72,-6864,14408,3108,7
20.74,-6256,14092,3660,7
20.76,-5908,13396,4176,7
20.78,-5464,12756,4844,7
20.8,-4880,11704,4548,7
20.82,-4628,10624,4252,7
20.84,-5296,10556,4580,7
20.86,-6276,10356,5336,7
20.88,-6816,9648,6876,7
20.9,-7644,9672,8556,7
20.92,-8812,11516,10088,7
20.94,-9432,11680,10216,7
20.96,-9988,11016,10604,7
20.98,-11892,8700,12228,7
21.0,-14848,7016,14488,6
21.02,-17952,8392,15528,6
21.04,-19580,9716,15172,6
21.06,-18684,10188,15040,6
21.08,-17372,9576,14948,6
21.1,-17940,8176,14620,6
21.12,-18492,5748,13860,6
21.14,-18120,3572,13464,7
21.16,-17604,1696,13112,7
21.18,-16664,268,12224,7
21.2,-16292,-48,11596,7
21.22,-16212,340,10812,7
21.24,-16488,1400,10888,7
21.26,-17224,3016,11524,7
21.28,-17480,4372,11512,7
21.3,-17728,4296,11956,7
21.32,-16996,3680,13328,7
21.34,-16308,3748,13340,7
21.36,-16640,4172,12628,7
21.38,-17420,5092,14332,6
21.4,-17412,7004,15492,6
21.42,-16168,6756,14240,6
21.44,-14172,6316,12432,7
21.46,-15572,7636,11016,7
21.48,-18584,12096,10816,7
21.5,-16696,14996,9332,7
21.52,-14148,17328,10048,7
21.54,-14100,14992,10788,7
21.56,-11788,11252,10144,7
21.58,-8976,9956,9076,7
21.6,-8656,10280,9524,7
21.62,-12252,11324,9868,7
21.64,-12844,11296,6936,7
21.66,-12120,9724,5656,7
21.68,-11392,10192,4968,7
21.7,-11332,11908,4600,7
21.72,-9760,12368,3948,7
21.74,-9288,13108,4376,7
21.76,-9940,12796,4936,7
21.78,-11220,12396,3036,7
21.8,-10888,10828,4244,7
21.82,-10664,11268,5736,7
21.84,-14912,11256,8076,7
21.86,-10408,7772,12492,7
21.88,-10476,5016,11152,7
21.9,-22644,2364,9600,7
21.92,-28108,1208,7776,7
21.94,-17468,2680,7880,7
21.96,-11216,3444,7276,7
21.98,-13308,5092,5092,7
22.0,-13160,6872,4596,7
22.02,-14260,5788,7124,7
22.04,-16496,1684,6952,7
22.06,-17284,2400,5752,7
22.08,-15428,3808,5408,7
22.1,-14356,1184,6300,7
22.12,-13852,868,6772,7
22.14,-14568,1732,7144,7
22.16,-16568,2512,7072,7
22.18,-16456,2592,8092,7
22.2,-13724,1884,8816,7
22.22,-13132,1704,8704,7
22.24,-13896,1608,9508,7
22.26,-14140,1628,9500,7
22.28,-13372,1904,9500,7
22.3,-11884,1936,9308,7
22.32,-8540,2280,9904,7
22.34,-7696,2448,9572,7
22.36,-9560,3740,11412,7
22.38,-10796,4608,11272,7
22.4,-11772,6024,11356,7
22.42,-15000,8700,10192,7
22.44,-21984,10948,8896,7
22.46,-26188,8900,9772,7
22.48,-23020,6832,11316,7
22.5,-19928,5584,11416,7
22.52,-19560,4936,10044,7
22.54,-22576,4564,9376,7
22.56,-22776,4096,9156,7
22.58,-19744,4720,10172,7
22.6,-17500,5204,9584,7
22.62,-16892,5384,9172,7
22.64,-17112,5512,8496,7
22.66,-16876,5788,7852,7
22.68,-16300,6208,7908,7
22.7,-15680,6240,8292,7
22.72,-15256,6144,8120,7
22.74,-14768,6280,7876,7
22.76,-14800,6460,7816,7
22.78,-15016,6440,7936,7
22.8,-15020,6420,7684,7
22.82,-15016,6656,7676,7
22.84,-15096,7072,7572,7
22.86,-14844,7264,7632,7
22.88,-14200,7452,7412,7
22.9,-13792,7628,7576,7
22.92,-13772,7808,7748,7
22.94,-13716,8372,7580,7
22.96,-13724,9096,7548,7
22.98,-14132,10388,7564,7
23.0,-14188,11264,7480,7
23.02,-13740,12168,7672,7
23.04,-12860,12432,7848,7
23.06,-11384,11652,8088,7
23.08,-9852,10804,8052,7
23.1,-8612,10608,8104,7
23.12,-8060,11096,8712,7
23.14,-7524,12712,8900,7
23.16,-6556,14344,8768,7
23.18,-5512,15580,8700,7
23.2,-5000,16436,8876,7
23.22,-4936,16840,8772,7
23.24,-5108,16788,8616,7
23.26,-5544,15768,8592,7
23.28,-5768,15276,8312,7
23.3,-6092,15316,8600,7
23.32,-6212,15136,8568,7
23.34,-6060,15100,8820,7
23.36,-5952,15888,8944,7
23.38,-5744,16144,8548,7
23.4,-5188,16604,8488,7
23.42,-4416,17004,8840,7
23.44,-4200,16552,8960,7
23.46,-4536,15768,8524,7
23.48,-4800,15560,8520,7
23.5,-5400,15136,8588,7
23.52,-5984,14556,8780,7
23.54,-6200,14368,9076,7
23.56,-5928,14500,9372,7
23.58,-5376,14512,9468,7
23.6,-4988,14500,9512,7
23.62,-5092,14588,9472,7
23.64,-5300,15104,9476,7
23.66,-5532,15184,9444,7
23.68,-6248,15288,9468,7
23.7,-6756,17392,10236,7
23.72,-7360,19852,10908,7
23.74,-7728,21864,11728,7
23.76,-7596,21740,12280,7
23.78,-7680,19732,12100,7
23.8,-7488,17512,11416,7
23.82,-6432,16488,10416,7
23.84,-5356,16904,9896,7
23.86,-4684,18140,9420,7
23.88,-4208,18464,9096,7
23.9,-4776,17312,8348,7
23.92,-5512,16120,7852,7
23.94,-6016,16704,8328,7
23.96,-5480,16652,8108,7
23.98,-5956,14328,6324,7
24.0,-6540,13396,6356,7
24.02,-7096,13388,6828,7
24.04,-6772,14092,7104,7
24.06,-5756,13724,6444,7
24.08,-5096,12712,6328,7
24.1,-5116,11912,6188,7
24.12,-5176,11856,6556,7
24.14,-5156,11844,6840,7
24.16,-5360,12180,6532,7
24.18,-5676,12156,6392,7
24.2,-6280,12304,6640,7
24.22,-6640,12632,7220,7
24.24,-6972,12976,7636,7
24.26,-7352,12952,8068,7
24.28,-8004,12608,8368,7
24.3,-9116,12072,8868,7
24.32,-9120,11672,9396,7
24.34,-9684,13792,9960,7
24.36,-10784,16600,10152,7
24.38,-11144,17784,11088,7
24.4,-10240,17056,11704,7
24.42,-9428,16656,12380,7
24.44,-9488,16900,13048,7
24.46,-10952,16528,13324,7
24.48,-10724,14052,11876,7
24.5,-8176,12196,12628,7
24.52,-6536,9552,12540,7
24.54,-7332,7780,11452,7
24.56,-7828,7900,11328,7
24.58,-8432,8436,11272,7
24.6,-8060,9356,10824,7
24.62,-7384,10324,10632,7
24.64,-7072,11428,10620,7
24.66,-7764,12792,11000,7
24.68,-8052,12832,10532,7
24.7,-7928,12660,10680,7
24.72,-7880,12972,11324,7
24.74,-7940,14312,11968,7
24.76,-7732,15960,12228,7
24.78,-7972,17592,12252,7
24.8,-8908,19460,12376,7
24.82,-8832,23316,12808,7
24.84,-7816,26572,13704,7
24.86,-6356,26152,13948,7
24.88,-5752,21788,13164,7
24.9,-6228,19112,12576,7
24.92,-7564,20568,12192,7
24.94,-6860,21408,11288,7
24.96,-5336,21620,10160,7
24.98,-4480,21536,9432,7
25.0,-3684,20908,8828,7
25.02,-3320,20056,8208,7
25.04,-3808,18160,7552,7
25.06,-4360,16064,7144,7
25.08,-5004,14792,6844,7
25.1,-5540,14628,7280,7
25.12,-6136,14508,7844,7
25.14,-5728,13620,7692,7
25.16,-4524,13112,7216,7
25.18,-3800,12764,6744,7
25.2,-3440,12796,7084,7
25.22,-2856,12184,7316,7
25.24,-2420,11252,6836,7
25.26,-2876,10188,6384,7
25.28,-4320,9624,6448,7
25.3,-5424,9336,6360,7
25.32,-6676,9204,6224,7
25.34,-7592,8968,5712,7
25.36,-8744,11108,5716,7
25.38,-10032,14904,5868,7
25.4,-9840,15640,5276,7
25.42,-9928,14216,4928,7
25.44,-13152,13992,6696,7
25.46,-12288,14696,7480,7
25.48,-12508,16032,6156,7
25.5,-12796,17156,5300,7
25.52,-11456,17200,5080,7
25.54,-9216,16804,5172,7
25.56,-7696,16136,4644,7
25.58,-8568,14720,4068,7
25.6,-10028,14160,3708,7
25.62,-11516,14760,3520,7
25.64,-13684,14488,3104,7
25.66,-14812,13940,3132,7
25.68,-14884,15136,4100,7
25.7,-14472,16332,5716,7
25.72,-14312,15748,5924,7
25.74,-13920,15388,5216,7
25.76,-13800,15168,5468,7
25.78,-14280,13832,7032,7
25.8,-15500,14004,8848,7
25.82,-17268,16332,9140,7
25.84,-18788,19568,9648,7
25.86,-20584,22076,11040,6
25.88,-18968,21604,11224,7
25.9,-12372,18280,9796,7
25.92,-7068,18412,10100,7
25.94,-6724,22092,9848,7
25.96,-5164,23900,8808,7
25.98,-3172,24408,8044,7
26.0,-4040,22692,7016,7
26.02,-5920,20496,6360,7
26.04,-7200,19100,6668,7
26.06,-7888,19156,7284,7
26.08,-7708,20296,6284,7
26.1,-7176,20392,4520,7
26.12,-6932,19880,3560,7
26.14,-7096,19164,3544,7
26.16,-7084,18084,4768,7
26.18,-7336,19344,5156,7
26.2,-6140,18592,4488,7
26.22,-5660,16444,4328,7
26.24,-6840,15184,4760,7
26.26,-7992,14468,4628,7
26.28,-7488,13488,5188,7
26.3,-6200,12476,5652,7
26.32,-6036,13352,5924,7
26.34,-6000,14044,5696,7
26.36,-5316,11124,5744,7
26.38,-5488,7104,6828,7
26.4,-8460,4988,8572,7
26.42,-13940,5720,9876,7
26.44,-16764,8180,11040,7
26.46,-15780,8372,12712,6
26.48,-14872,7656,14056,6
26.5,-15148,6840,14624,6
26.52,-14152,4308,14752,6
26.54,-13788,3512,14596,6
26.56,-13888,2460,15204,6
26.58,-14992,1392,15556,6
26.6,-15680,908,14880,6
26.62,-15244,1044,13492,7
26.64,-14988,1080,12912,7
26.66,-15940,1152,12820,7
26.68,-16464,1456,12500,7
26.7,-16180,1624,11860,7
26.72,-16004,2000,10632,7
26.74,-16208,2396,9408,7
26.76,-15668,2832,8780,7
26.78,-15456,3056,8328,7
26.8,-15560,3508,8176,7
26.82,-17952,4316,7984,7
26.84,-20552,5752,7284,7
26.86,-18660,6844,7120,7
26.88,-15080,6772,7212,7
26.9,-14652,6928,7624,7
26.92,-15596,8044,7400,7
26.94,-14972,9224,7328,7
26.96,-13620,9888,6960,7
26.98,-12432,10388,7136,7
27.0,-12252,10344,7632,7
27.02,-11212,11044,8400,7
27.04,-11908,11204,8272,7
27.06,-13332,10268,7396,7
27.08,-13404,9240,7244,7
27.1,-11672,8964,7468,7
27.12,-11676,7832,7280,7
27.14,-13500,6692,7168,7
27.16,-14832,6712,6976,7
27.18,-15164,6772,6164,7
27.2,-14932,6224,5900,7
27.22,-15648,6548,5800,7
27.24,-16748,7624,6436,7
27.26,-16356,7980,7136,7
27.28,-14960,7600,7536,7
27.3,-16240,6684,9928,7
27.32,-13060,6744,9612,7
27.34,-10780,6276,11740,7
27.36,-8128,6660,14796,7
27.38,-6548,7556,17772,6
27.4,-8072,7904,16400,6
27.42,-10692,7080,14072,7
27.44,-11568,6828,11872,7
27.46,-9904,7440,11608,7
27.48,-16608,6784,7156,7
27.5,-20604,5188,6508,7
27.52,-21512,6232,5976,7
27.54,-18724,6592,6896,7
27.56,-16536,5520,7644,7
27.58,-13816,5584,7976,7
27.6,-16976,5588,8216,7
27.62,-20092,6940,10036,7
27.64,-16428,4788,8780,7
27.66,-17036,4168,9992,7
27.68,-13776,3428,11376,7
27.7,-15288,1932,8908,7
27.72,-7584,6724,6636,7
27.74,-9536,6832,5504,7
27.76,-14188,6724,4284,7
27.78,-15912,7536,5240,7
27.8,-20072,10188,8932,7
27.82,-19036,5712,8080,7
27.84,-15100,3116,6328,7
27.86,-20596,572,1812,7
27.88,-19800,2676,3908,7
27.9,-16972,3248,5860,7
27.92,-16272,2068,5572,7
27.94,-16456,1408,4136,7
27.96,-16460,828,2184,7
27.98,-14096,9580,3664,7
28.0,-17576,9720,5376,7
28.02,-20436,9648,5356,7
28.04,-19980,9324,5260,7
28.06,-14716,10252,5988,7
28.08,-7908,9768,8652,7
28.1,-5236,8888,8448,7
28.12,-4388,9128,7252,7
28.14,-7228,8728,5600,7
28.16,-12224,7880,4328,7
28.18,-14508,5764,3952,7
28.2,-14116,4064,4528,7
28.22,-14756,3856,4676,7
28.24,-16632,2812,3604,7
28.26,-17792,780,3228,7
28.28,-19580,636,2328,7
28.3,-21640,1904,3360,7
28.32,-20300,1056,3612,7
28.34,-17648,136,3988,7
28.36,-17488,796,4648,7
28.38,-17072,1740,5444,7
28.4,-18276,2852,4812,7
28.42,-19572,4764,3952,7
28.44,-18652,6144,2052,7
28.46,-17752,7048,720,7
28.48,-19956,7360,1764,7
28.5,-16696,8636,3292,7
28.52,-16268,8136,1468,7
28.54,-15264,6884,1196,7
28.56,-15148,7256,1732,7
28.58,-19192,7568,1392,7
28.6,-19268,6888,416,7
28.62,-17468,7284,-756,7
28.64,-19696,8324,28,7
28.66,-19912,8140,1244,7
28.68,-17624,7252,1928,7
28.7,-15336,6660,2572,7
28.72,-13216,6180,2748,7
28.74,-13220,6380,4132,7
28.76,-14228,6232,5300,7
28.78,-15020,5192,6496,7
28.8,-13408,4540,6444,7
28.82,-12188,4996,6504,7
28.84,-13656,5012,6584,7
28.86,-15504,4516,6844,7
28.88,-16020,4728,7192,7
28.9,-16052,4528,7264,7
28.92,-15648,4768,7740,7
28.94,-15124,4852,8784,7
28.96,-15696,4812,9456,7
28.98,-15836,4652,8912,7
29.0,-15724,4656,9000,7
29.02,-16208,4728,8884,7
29.04,-17264,4712,9252,7
29.06,-16276,4440,9204,7
29.08,-15152,4232,9300,7
29.1,-14624,4264,9512,7
29.12,-14752,4196,9604,7
29.14,-15468,3736,9644,7
29.16,-15700,3456,9744,7
29.18,-15452,3444,10156,7
29.2,-13844,3668,9568,7
29.22,-14072,3632,9364,7
29.24,-15524,2992,9844,7
29.26,-16176,2808,9752,7
29.28,-14948,3056,9784,7
29.3,-13420,2992,9472,7
29.32,-15172,2620,9692,7
29.34,-15444,2828,9116,7
29.36,-15256,2560,9060,7
29.38,-14884,2448,9232,7
29.4,-14872,2936,9508,7
29.42,-15728,2888,9860,7
29.44,-15940,3000,9648,7
29.46,-16120,3012,9760,7
29.48,-15628,2996,9844,7
29.5,-14860,3352,9764,7
29.52,-15632,3220,9716,7
29.54,-16124,3452,9836,7
29.56,-16004,3296,9788,7
29.58,-15272,3284,9740,7
29.6,-15268,3112,9948,7
29.62,-15532,2808,10136,7
29.64,-15768,2736,10504,7
29.66,-15800,2884,10640,7
29.68,-15604,2836,10588,7
29.7,-14732,2744,10420,7
29.72,-13944,2896,10040,7
29.74,-13504,2480,9604,7
29.76,-14016,2580,9560,7
29.78,-14892,2396,9752,7
29.8,-15404,2124,9904,7
29.82,-15664,2056,10444,7
29.84,-15752,2512,10804,7
29.86,-16512,5680,7776,7
29.88,-14272,6492,7184,7
29.9,-16480,9836,5864,7
29.92,-17856,11164,6696,7
29.94,-21688,12268,7480,7
29.96,-20868,11456,7012,7
29.98,-17752,10180,6152,7
30.0,-17964,9448,5736,7
30.02,-18624,9508,5816,7
30.04,-21460,10208,5888,7
30.06,-22680,10208,5808,7
